,date,t_5_Open,t_4_Open,t_3_Open,t_2_Open,t_1_Open,t_5_High,t_4_High,t_3_High,t_2_High,t_1_High,t_5_Low,t_4_Low,t_3_Low,t_2_Low,t_1_Low,t_5_Close,t_4_Close,t_3_Close,t_2_Close,t_1_Close,t_5_Adj_Close,t_4_Adj_Close,t_3_Adj_Close,t_2_Adj_Close,t_1_Adj_Close,t_5_Volume,t_4_Volume,t_3_Volume,t_2_Volume,t_1_Volume,t_5_Open_SMA,t_4_Open_SMA,t_3_Open_SMA,t_2_Open_SMA,t_1_Open_SMA,t_5_High_SMA,t_4_High_SMA,t_3_High_SMA,t_2_High_SMA,t_1_High_SMA,t_5_Low_SMA,t_4_Low_SMA,t_3_Low_SMA,t_2_Low_SMA,t_1_Low_SMA,t_5_Adj_Close_SMA,t_4_Adj_Close_SMA,t_3_Adj_Close_SMA,t_2_Adj_Close_SMA,t_1_Adj_Close_SMA,t_5_Volume_SMA,t_4_Volume_SMA,t_3_Volume_SMA,t_2_Volume_SMA,t_1_Volume_SMA,t_5_VPT,t_4_VPT,t_3_VPT,t_2_VPT,t_1_VPT,close
10,2019-01-16,103.860001,103.220001,103.190002,101.900002,102.510002,104.879997,103.75,103.440002,102.870003,105.050003,103.239998,102.379997,101.639999,101.260002,101.879997,104.269997,103.599998,102.800003,102.050003,105.010002,99.642883,99.002602,98.238113,97.5214,100.350037,32280800.0,30067600.0,28314200.0,28437100.0,31587600.0,101.672,102.29600059999999,102.99000079999999,103.04200139999998,102.93600159999998,102.96399979999998,103.67599939999998,103.86199939999999,103.78200059999999,103.998001,100.4119994,101.44799940000001,101.98999920000003,102.04599900000002,102.07999860000004,97.17927519999999,98.36425,98.5305296,98.5286222,98.951007,37218200.0,34715900.0,31566620.0,30122820.0,30137460.0,1218401.4155517465,1025198.5526764351,806557.4439285385,599088.3351970923,1515298.6405745442,105.379997
11,2019-01-17,103.220001,103.190002,101.900002,102.510002,105.260002,103.75,103.440002,102.870003,105.050003,106.260002,102.379997,101.639999,101.260002,101.879997,104.959999,103.599998,102.800003,102.050003,105.010002,105.379997,99.002602,98.238113,97.5214,100.350037,100.703613,30067600.0,28314200.0,28437100.0,31587600.0,29853900.0,102.29600059999999,102.99000079999999,103.04200139999998,102.93600159999998,103.21600179999999,103.67599939999998,103.86199939999999,103.78200059999999,103.998001,104.274002,101.44799940000001,101.98999920000003,102.04599900000002,102.07999860000004,102.42399880000002,98.36425,98.5305296,98.5286222,98.951007,99.16315300000001,34715900.0,31566620.0,30122820.0,30137460.0,29652080.0,1025198.5526764351,806557.4439285385,599088.3351970923,1515298.6405745442,1620486.6561932857,106.120003
12,2019-01-18,103.190002,101.900002,102.510002,105.260002,105.0,103.440002,102.870003,105.050003,106.260002,106.629997,101.639999,101.260002,101.879997,104.959999,104.760002,102.800003,102.050003,105.010002,105.379997,106.120003,98.238113,97.5214,100.350037,100.703613,101.410782,28314200.0,28437100.0,31587600.0,29853900.0,28393000.0,102.99000079999999,103.04200139999998,102.93600159999998,103.21600179999999,103.57200159999998,103.86199939999999,103.78200059999999,103.998001,104.274002,104.8500014,101.98999920000003,102.04599900000002,102.07999860000004,102.42399880000002,102.89999980000002,98.5305296,98.5286222,98.951007,99.16315300000001,99.64478900000002,31566620.0,30122820.0,30137460.0,29652080.0,29317160.0,806557.4439285385,599088.3351970923,1515298.6405745442,1620486.6561932857,1819869.755036986,107.709999
13,2019-01-22,101.900002,102.510002,105.260002,105.0,107.459999,102.870003,105.050003,106.260002,106.629997,107.900002,101.260002,101.879997,104.959999,104.760002,105.910004,102.050003,105.010002,105.379997,106.120003,107.709999,97.5214,100.350037,100.703613,101.410782,102.930199,28437100.0,31587600.0,29853900.0,28393000.0,37427600.0,103.04200139999998,102.93600159999998,103.21600179999999,103.57200159999998,104.42600099999997,103.78200059999999,103.998001,104.274002,104.8500014,105.74200139999998,102.04599900000002,102.07999860000004,102.42399880000002,102.89999980000002,103.75400080000001,98.5286222,98.951007,99.16315300000001,99.64478900000002,100.58320620000002,30122820.0,30137460.0,29652080.0,29317160.0,31139840.0,599088.3351970923,1515298.6405745442,1620486.6561932857,1819869.755036986,2380647.4840915166,105.68
14,2019-01-23,102.510002,105.260002,105.0,107.459999,106.75,105.050003,106.260002,106.629997,107.900002,107.099998,101.879997,104.959999,104.760002,105.910004,104.860001,105.010002,105.379997,106.120003,107.709999,105.68,100.350037,100.703613,101.410782,102.930199,100.990288,31587600.0,29853900.0,28393000.0,37427600.0,32371300.0,102.93600159999998,103.21600179999999,103.57200159999998,104.42600099999997,105.39600059999998,103.998001,104.274002,104.8500014,105.74200139999998,106.58800039999998,102.07999860000004,102.42399880000002,102.89999980000002,103.75400080000001,104.47400060000002,98.951007,99.16315300000001,99.64478900000002,100.58320620000002,101.27698380000001,30137460.0,29652080.0,29317160.0,31139840.0,31926680.0,1515298.6405745442,1620486.6561932857,1819869.755036986,2380647.4840915166,1770549.0044814697,106.709999
15,2019-01-24,105.260002,105.0,107.459999,106.75,106.120003,106.260002,106.629997,107.900002,107.099998,107.040001,104.959999,104.760002,105.910004,104.860001,105.339996,105.379997,106.120003,107.709999,105.68,106.709999,100.703613,101.410782,102.930199,100.990288,101.974586,29853900.0,28393000.0,37427600.0,32371300.0,25874300.0,103.21600179999999,103.57200159999998,104.42600099999997,105.39600059999998,106.11800079999998,104.274002,104.8500014,105.74200139999998,106.58800039999998,106.98599999999996,102.42399880000002,102.89999980000002,103.75400080000001,104.47400060000002,105.16600040000003,99.16315300000001,99.64478900000002,100.58320620000002,101.27698380000001,101.60189360000003,29652080.0,29317160.0,31139840.0,31926680.0,30784020.0,1620486.6561932857,1819869.755036986,2380647.4840915166,1770549.0044814697,2022730.1468518304,106.199997
16,2019-01-25,105.0,107.459999,106.75,106.120003,106.860001,106.629997,107.900002,107.099998,107.040001,107.0,104.760002,105.910004,104.860001,105.339996,105.339996,106.120003,107.709999,105.68,106.709999,106.199997,101.410782,102.930199,100.990288,101.974586,101.487228,28393000.0,37427600.0,32371300.0,25874300.0,23164800.0,103.57200159999998,104.42600099999997,105.39600059999998,106.11800079999998,106.43800059999998,104.8500014,105.74200139999998,106.58800039999998,106.98599999999996,107.13399959999997,102.89999980000002,103.75400080000001,104.47400060000002,105.16600040000003,105.24199980000003,99.64478900000002,100.58320620000002,101.27698380000001,101.60189360000003,101.75861660000002,29317160.0,31139840.0,31926680.0,30784020.0,29446200.0,1819869.755036986,2380647.4840915166,1770549.0044814697,2022730.1468518304,1912017.9882883204,107.16999799999999
17,2019-01-28,107.459999,106.75,106.120003,106.860001,107.239998,107.900002,107.099998,107.040001,107.0,107.879997,105.910004,104.860001,105.339996,105.339996,106.199997,107.709999,105.68,106.709999,106.199997,107.16999799999999,102.930199,100.990288,101.974586,101.487228,102.414192,37427600.0,32371300.0,25874300.0,23164800.0,31225600.0,104.42600099999997,105.39600059999998,106.11800079999998,106.43800059999998,106.88600019999998,105.74200139999998,106.58800039999998,106.98599999999996,107.13399959999997,107.38399959999997,103.75400080000001,104.47400060000002,105.16600040000003,105.24199980000003,105.52999880000002,100.58320620000002,101.27698380000001,101.60189360000003,101.75861660000002,101.95929860000003,31139840.0,31926680.0,30784020.0,29446200.0,30012720.0,2380647.4840915166,1770549.0044814697,2022730.1468518304,1912017.9882883204,2197223.8647592952,105.08000200000001
18,2019-01-29,106.75,106.120003,106.860001,107.239998,106.260002,107.099998,107.040001,107.0,107.879997,106.480003,104.860001,105.339996,105.339996,106.199997,104.660004,105.68,106.709999,106.199997,107.16999799999999,105.08000200000001,100.990288,101.974586,101.487228,102.414192,100.416931,32371300.0,25874300.0,23164800.0,31225600.0,29476700.0,105.39600059999998,106.11800079999998,106.43800059999998,106.88600019999998,106.64600079999998,106.58800039999998,106.98599999999996,107.13399959999997,107.38399959999997,107.09999979999998,104.47400060000002,105.16600040000003,105.24199980000003,105.52999880000002,105.27999880000002,101.27698380000001,101.60189360000003,101.75861660000002,101.95929860000003,101.45664500000002,31926680.0,30784020.0,29446200.0,30012720.0,28422540.0,1770549.0044814697,2022730.1468518304,1912017.9882883204,2197223.8647592952,1622378.4206714865,102.940002
19,2019-01-30,106.120003,106.860001,107.239998,106.260002,104.879997,107.040001,107.0,107.879997,106.480003,104.970001,105.339996,105.339996,106.199997,104.660004,102.16999799999999,106.709999,106.199997,107.16999799999999,105.08000200000001,102.940002,101.974586,101.487228,102.414192,100.416931,98.371895,25874300.0,23164800.0,31225600.0,29476700.0,31490500.0,106.11800079999998,106.43800059999998,106.88600019999998,106.64600079999998,106.27200019999998,106.98599999999996,107.13399959999997,107.38399959999997,107.09999979999998,106.67400039999998,105.16600040000003,105.24199980000003,105.52999880000002,105.27999880000002,104.74199820000001,101.60189360000003,101.75861660000002,101.95929860000003,101.45664500000002,100.93296640000003,30784020.0,29446200.0,30012720.0,28422540.0,28246380.0,2022730.1468518304,1912017.9882883204,2197223.8647592952,1622378.4206714865,981060.6749790186,106.379997
20,2019-01-31,106.860001,107.239998,106.260002,104.879997,104.620003,107.0,107.879997,106.480003,104.970001,106.379997,105.339996,106.199997,104.660004,102.16999799999999,104.33000200000001,106.199997,107.16999799999999,105.08000200000001,102.940002,106.379997,101.487228,102.414192,100.416931,98.371895,101.659233,23164800.0,31225600.0,29476700.0,31490500.0,49471900.0,106.43800059999998,106.88600019999998,106.64600079999998,106.27200019999998,105.97200019999998,107.13399959999997,107.38399959999997,107.09999979999998,106.67400039999998,106.54199959999998,105.24199980000003,105.52999880000002,105.27999880000002,104.74199820000001,104.53999940000001,101.75861660000002,101.95929860000003,101.45664500000002,100.93296640000003,100.86989580000002,29446200.0,30012720.0,28422540.0,28246380.0,32965900.0,1912017.9882883204,2197223.8647592952,1622378.4206714865,981060.6749790186,2634286.683664154,104.43
21,2019-02-01,107.239998,106.260002,104.879997,104.620003,103.800003,107.879997,106.480003,104.970001,106.379997,105.220001,106.199997,104.660004,102.16999799999999,104.33000200000001,103.18,107.16999799999999,105.08000200000001,102.940002,106.379997,104.43,102.414192,100.416931,98.371895,101.659233,99.795784,31225600.0,29476700.0,31490500.0,49471900.0,55636400.0,106.88600019999998,106.64600079999998,106.27200019999998,105.97200019999998,105.36000059999996,107.38399959999997,107.09999979999998,106.67400039999998,106.54199959999998,106.18599979999999,105.52999880000002,105.27999880000002,104.74199820000001,104.53999940000001,104.10800019999999,101.95929860000003,101.45664500000002,100.93296640000003,100.86989580000002,100.53160700000002,30012720.0,28422540.0,28246380.0,32965900.0,39460220.0,2197223.8647592952,1622378.4206714865,981060.6749790186,2634286.683664154,1614444.456268718,102.779999
22,2019-02-04,106.260002,104.879997,104.620003,103.800003,103.779999,106.480003,104.970001,106.379997,105.220001,104.099998,104.660004,102.16999799999999,104.33000200000001,103.18,102.349998,105.08000200000001,102.940002,106.379997,104.43,102.779999,100.416931,98.371895,101.659233,99.795784,98.218987,29476700.0,31490500.0,49471900.0,55636400.0,35535700.0,106.64600079999998,106.27200019999998,105.97200019999998,105.36000059999996,104.66800079999996,107.09999979999998,106.67400039999998,106.54199959999998,106.18599979999999,105.42999999999999,105.27999880000002,104.74199820000001,104.53999940000001,104.10800019999999,103.33800040000001,101.45664500000002,100.93296640000003,100.86989580000002,100.53160700000002,99.69256600000003,28422540.0,28246380.0,32965900.0,39460220.0,40322240.0,1622378.4206714865,981060.6749790186,2634286.683664154,1614444.456268718,1052978.0142913158,105.739998
23,2019-02-05,104.879997,104.620003,103.800003,103.779999,102.870003,104.970001,106.379997,105.220001,104.099998,105.800003,102.16999799999999,104.33000200000001,103.18,102.349998,102.769997,102.940002,106.379997,104.43,102.779999,105.739998,98.371895,101.659233,99.795784,98.218987,101.047623,31490500.0,49471900.0,55636400.0,35535700.0,31315100.0,106.27200019999998,105.97200019999998,105.36000059999996,104.66800079999996,103.99000099999996,106.67400039999998,106.54199959999998,106.18599979999999,105.42999999999999,105.29399999999998,104.74199820000001,104.53999940000001,104.10800019999999,103.33800040000001,102.95999900000001,100.93296640000003,100.86989580000002,100.53160700000002,99.69256600000003,99.81870440000003,28246380.0,32965900.0,39460220.0,40322240.0,40689920.0,981060.6749790186,2634286.683664154,1614444.456268718,1052978.0142913158,1954833.0988092665,107.220001
24,2019-02-06,104.620003,103.800003,103.779999,102.870003,106.059998,106.379997,105.220001,104.099998,105.800003,107.269997,104.33000200000001,103.18,102.349998,102.769997,105.959999,106.379997,104.43,102.779999,105.739998,107.220001,101.659233,99.795784,98.218987,101.047623,102.461952,49471900.0,55636400.0,35535700.0,31315100.0,27325400.0,105.97200019999998,105.36000059999996,104.66800079999996,103.99000099999996,104.22600119999996,106.54199959999998,106.18599979999999,105.42999999999999,105.29399999999998,105.75399919999998,104.53999940000001,104.10800019999999,103.33800040000001,102.95999900000001,103.71799920000004,100.86989580000002,100.53160700000002,99.69256600000003,99.81870440000003,100.63671580000002,32965900.0,39460220.0,40322240.0,40689920.0,39856900.0,2634286.683664154,1614444.456268718,1052978.0142913158,1954833.0988092665,2337296.4498696653,106.029999
25,2019-02-07,103.800003,103.779999,102.870003,106.059998,107.0,105.220001,104.099998,105.800003,107.269997,107.0,103.18,102.349998,102.769997,105.959999,105.529999,104.43,102.779999,105.739998,107.220001,106.029999,99.795784,98.218987,101.047623,102.461952,101.32476,55636400.0,35535700.0,31315100.0,27325400.0,20609800.0,105.36000059999996,104.66800079999996,103.99000099999996,104.22600119999996,104.70200059999995,106.18599979999999,105.42999999999999,105.29399999999998,105.75399919999998,105.87799979999997,104.10800019999999,103.33800040000001,102.95999900000001,103.71799920000004,103.95799860000002,100.53160700000002,99.69256600000003,99.81870440000003,100.63671580000002,100.56982120000002,39460220.0,40322240.0,40689920.0,39856900.0,34084480.0,1614444.456268718,1052978.0142913158,1954833.0988092665,2337296.4498696653,2108554.5827659722,105.269997
26,2019-02-08,103.779999,102.870003,106.059998,107.0,105.190002,104.099998,105.800003,107.269997,107.0,105.589996,102.349998,102.769997,105.959999,105.529999,104.290001,102.779999,105.739998,107.220001,106.029999,105.269997,98.218987,101.047623,102.461952,101.32476,100.598488,35535700.0,31315100.0,27325400.0,20609800.0,29760700.0,104.66800079999996,103.99000099999996,104.22600119999996,104.70200059999995,104.98000039999997,105.42999999999999,105.29399999999998,105.75399919999998,105.87799979999997,105.95199879999998,103.33800040000001,102.95999900000001,103.71799920000004,103.95799860000002,104.17999880000002,99.69256600000003,99.81870440000003,100.63671580000002,100.56982120000002,100.73036200000001,40322240.0,40689920.0,39856900.0,34084480.0,28909340.0,1052978.0142913158,1954833.0988092665,2337296.4498696653,2108554.5827659722,1895235.7887009077,105.66999799999999
27,2019-02-11,102.870003,106.059998,107.0,105.190002,104.389999,105.800003,107.269997,107.0,105.589996,105.779999,102.769997,105.959999,105.529999,104.290001,104.260002,105.739998,107.220001,106.029999,105.269997,105.66999799999999,101.047623,102.461952,101.32476,100.598488,100.980736,31315100.0,27325400.0,20609800.0,29760700.0,21461100.0,103.99000099999996,104.22600119999996,104.70200059999995,104.98000039999997,105.10200039999998,105.29399999999998,105.75399919999998,105.87799979999997,105.95199879999998,106.28799899999997,102.95999900000001,103.71799920000004,103.95799860000002,104.17999880000002,104.56199960000001,99.81870440000003,100.63671580000002,100.56982120000002,100.73036200000001,101.28271180000002,40689920.0,39856900.0,34084480.0,28909340.0,26094420.0,1954833.0988092665,2337296.4498696653,2108554.5827659722,1895235.7887009077,1976782.8743448805,105.25
28,2019-02-12,106.059998,107.0,105.190002,104.389999,106.199997,107.269997,107.0,105.589996,105.779999,106.58000200000001,105.959999,105.529999,104.290001,104.260002,104.970001,107.220001,106.029999,105.269997,105.66999799999999,105.25,102.461952,101.32476,100.598488,100.980736,100.57938399999999,27325400.0,20609800.0,29760700.0,21461100.0,18914100.0,104.22600119999996,104.70200059999995,104.98000039999997,105.10200039999998,105.76799919999999,105.75399919999998,105.87799979999997,105.95199879999998,106.28799899999997,106.44399879999996,103.71799920000004,103.95799860000002,104.17999880000002,104.56199960000001,105.00200040000001,100.63671580000002,100.56982120000002,100.73036200000001,101.28271180000002,101.18906400000002,39856900.0,34084480.0,28909340.0,26094420.0,23614220.0,2337296.4498696653,2108554.5827659722,1895235.7887009077,1976782.8743448805,1901606.5298558814,106.889999
29,2019-02-13,107.0,105.190002,104.389999,106.199997,106.139999,107.0,105.589996,105.779999,106.58000200000001,107.139999,105.529999,104.290001,104.260002,104.970001,105.480003,106.029999,105.269997,105.66999799999999,105.25,106.889999,101.32476,100.598488,100.980736,100.57938399999999,102.146622,20609800.0,29760700.0,21461100.0,18914100.0,25056600.0,104.70200059999995,104.98000039999997,105.10200039999998,105.76799919999999,105.7839994,105.87799979999997,105.95199879999998,106.28799899999997,106.44399879999996,106.41799919999997,103.95799860000002,104.17999880000002,104.56199960000001,105.00200040000001,104.90600120000002,100.56982120000002,100.73036200000001,101.28271180000002,101.18906400000002,101.12599800000002,34084480.0,28909340.0,26094420.0,23614220.0,23160460.0,2108554.5827659722,1895235.7887009077,1976782.8743448805,1901606.5298558814,2292036.923617402,106.809998
30,2019-02-14,105.190002,104.389999,106.199997,106.139999,107.5,105.589996,105.779999,106.58000200000001,107.139999,107.779999,104.290001,104.260002,104.970001,105.480003,106.709999,105.269997,105.66999799999999,105.25,106.889999,106.809998,100.598488,100.980736,100.57938399999999,102.146622,102.07016,29760700.0,21461100.0,18914100.0,25056600.0,18394900.0,104.98000039999997,105.10200039999998,105.76799919999999,105.7839994,105.8839994,105.95199879999998,106.28799899999997,106.44399879999996,106.41799919999997,106.57399899999996,104.17999880000002,104.56199960000001,105.00200040000001,104.90600120000002,105.14200120000002,100.73036200000001,101.28271180000002,101.18906400000002,101.12599800000002,101.27507800000004,28909340.0,26094420.0,23614220.0,23160460.0,22717480.0,1895235.7887009077,1976782.8743448805,1901606.5298558814,2292036.923617402,2278269.401784979,106.900002
31,2019-02-15,104.389999,106.199997,106.139999,107.5,106.309998,105.779999,106.58000200000001,107.139999,107.779999,107.290001,104.260002,104.970001,105.480003,106.709999,105.660004,105.66999799999999,105.25,106.889999,106.809998,106.900002,100.980736,100.57938399999999,102.146622,102.07016,102.156151,21461100.0,18914100.0,25056600.0,18394900.0,21784700.0,105.10200039999998,105.76799919999999,105.7839994,105.8839994,106.10799859999997,106.28799899999997,106.44399879999996,106.41799919999997,106.57399899999996,106.91399999999994,104.56199960000001,105.00200040000001,104.90600120000002,105.14200120000002,105.41600180000003,101.28271180000002,101.18906400000002,101.12599800000002,101.27507800000004,101.58661060000004,26094420.0,23614220.0,23160460.0,22717480.0,21122280.0,1976782.8743448805,1901606.5298558814,2292036.923617402,2278269.401784979,2296626.392474185,108.220001
32,2019-02-19,106.199997,106.139999,107.5,106.309998,107.910004,106.58000200000001,107.139999,107.779999,107.290001,108.300003,104.970001,105.480003,106.709999,105.660004,107.360001,105.25,106.889999,106.809998,106.900002,108.220001,100.57938399999999,102.146622,102.07016,102.156151,103.41759499999999,18914100.0,25056600.0,18394900.0,21784700.0,26606900.0,105.76799919999999,105.7839994,105.8839994,106.10799859999997,106.81199959999996,106.44399879999996,106.41799919999997,106.57399899999996,106.91399999999994,107.41800079999996,105.00200040000001,104.90600120000002,105.14200120000002,105.41600180000003,106.03600160000003,101.18906400000002,101.12599800000002,101.27507800000004,101.58661060000004,102.07398240000005,23614220.0,23160460.0,22717480.0,21122280.0,22151440.0,1901606.5298558814,2292036.923617402,2278269.401784979,2296626.392474185,2625167.839957974,108.16999799999999
33,2019-02-20,106.139999,107.5,106.309998,107.910004,107.790001,107.139999,107.779999,107.290001,108.300003,108.660004,105.480003,106.709999,105.660004,107.360001,107.779999,106.889999,106.809998,106.900002,108.220001,108.16999799999999,102.146622,102.07016,102.156151,103.41759499999999,103.369804,25056600.0,18394900.0,21784700.0,26606900.0,18038500.0,105.7839994,105.8839994,106.10799859999997,106.81199959999996,107.13000039999997,106.41799919999997,106.57399899999996,106.91399999999994,107.41800079999996,107.83400119999995,104.90600120000002,105.14200120000002,105.41600180000003,106.03600160000003,106.59800120000003,101.12599800000002,101.27507800000004,101.58661060000004,102.07398240000005,102.63206640000006,23160460.0,22717480.0,21122280.0,22151440.0,21976320.0,2292036.923617402,2278269.401784979,2296626.392474185,2625167.839957974,2616833.1596108535,107.150002
34,2019-02-21,107.5,106.309998,107.910004,107.790001,107.860001,107.779999,107.290001,108.300003,108.660004,107.940002,106.709999,105.660004,107.360001,107.779999,106.290001,106.809998,106.900002,108.220001,108.16999799999999,107.150002,102.07016,102.156151,103.41759499999999,103.369804,102.832359,18394900.0,21784700.0,26606900.0,18038500.0,21607700.0,105.8839994,106.10799859999997,106.81199959999996,107.13000039999997,107.47400079999997,106.57399899999996,106.91399999999994,107.41800079999996,107.83400119999995,107.99400179999995,105.14200120000002,105.41600180000003,106.03600160000003,106.59800120000003,106.76000080000001,101.27507800000004,101.58661060000004,102.07398240000005,102.63206640000006,102.76921380000006,22717480.0,21122280.0,22151440.0,21976320.0,21286540.0,2278269.401784979,2296626.392474185,2625167.839957974,2616833.1596108535,2413081.953391918,109.410004
35,2019-02-22,106.309998,107.910004,107.790001,107.860001,106.900002,107.290001,108.300003,108.660004,107.940002,109.480003,105.660004,107.360001,107.779999,106.290001,106.870003,106.900002,108.220001,108.16999799999999,107.150002,109.410004,102.156151,103.41759499999999,103.369804,102.832359,105.00131200000001,21784700.0,26606900.0,18038500.0,21607700.0,29063200.0,106.10799859999997,106.81199959999996,107.13000039999997,107.47400079999997,107.35400119999997,106.91399999999994,107.41800079999996,107.83400119999995,107.99400179999995,108.33400259999996,105.41600180000003,106.03600160000003,106.59800120000003,106.76000080000001,106.7920016,101.58661060000004,102.07398240000005,102.63206640000006,102.76921380000006,103.35544420000005,21122280.0,22151440.0,21976320.0,21286540.0,23420200.0,2296626.392474185,2625167.839957974,2616833.1596108535,2413081.953391918,3026081.3831670103,110.970001
